"","id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","condition","first_mention","recent_mention","knowledge_cue","start","end","is_start","is_end","passage_reading_time","accuracy","excluded.attention","X","row","passage","mentions_start","mentions_end","mentions_ratio","passage_reversed","start_reversed","end_reversed","attn_check_1_q","attn_check_1_a","attn_check_2_q","attn_check_2_a","passage_hr","critical_q","critical_a","log_odds","token_c1","end_logprob","start_logprob","token_c2","lp_pred","pred_t1","pred_t2","pred_lp1","pred_lp2","mdl.accuracy","is_start_numeric"
"279",1873,1080,"4_fb_1_e_e_im",4,"critical",5,"shed","shed",TRUE,9435.59999990463,1873,"False Belief","End","End","Implicit","shed","garage",TRUE,FALSE,21161.0999999046,1,FALSE,153,153,"Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again. Paula goes to get the football from the [MASK].",2,2,1,".]KSAM[ eht morf llabtoof eht teg ot seog aluaP .niaga hctac yalp ot stnaw dna kcab steg aluaP .egarag eht otni dna dehs eht fo tuo llabtoof eht sevom miT elihw yawa si aluaP .sdnarre emos nur ot seog aluaP nehT .dehs eht ni llabtoof eht stup dna egarag eht morf retaw fo elttob a steg aluaP .derob teg yeht elihw a retfA .dray eht ni llabtoof a htiw hctac gniyalp era miT dna aluaP","dehs","egarag","Where did Paula put the football at the beginning of the story?","shed","Where is the football at the end of the story?","garage","Paula and Tim are playing catch with a football in the yard. After a while they get bored. Paula gets a bottle of water from the garage and puts the football in the shed. Then Paula goes to run some errands. Paula is away while Tim moves the football out of the shed and into the garage. Paula gets back and wants to play catch again.","Paula goes to get the football from the","shed",1.46606563,"shed",-1.6646435,-0.19857787,"garage","shed","shed",",",-0.19692454,-0.40820098,1,1
"280",1876,1018,"6_tb_1_s_s_ex",6,"critical",5,"cabinet","drawer",FALSE,13787,1876,"True Belief","Start","Start","Explicit","drawer","cabinet",TRUE,FALSE,48459,0,FALSE,182,182,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .reward eht fo daetsni tenibac eht ni kcab ti tup dna ,relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .tenibac a ni yawa stnemucod eht dna reward a ni yawa relpats eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","cabinet",1.00247017,"drawer",-1.3357693,-0.33329913,"cabinet","drawer","drawer",",",-0.32549295,-0.15920211,0,1
"281",1879,1023,"8_fb_1_e_s_ex",8,"critical",5,"hall","hall",TRUE,125847,1879,"False Belief","End","Start","Explicit","hall","bedroom",TRUE,FALSE,6344,1,FALSE,28,28,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",2,2,1,".]KSAM[ eht ni si gnitniap eht skniht haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .llah eht morf moordeb eht ot gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .llah eht ot gnitniap eht sevom ehs ,moordeb eht morf koob a sbarg ehs retfa os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves it to the hall. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting to the bedroom from the hall. When Sarah gets back from reading, she goes to have a look at her painting.","Sarah thinks the painting is in the","hall",4.160347333,"hall",-4.1848145,-0.024467167,"bedroom","hall","hall",",",-0.024599295,-0.009754051,1,1
"282",1882,1029,"1_tb_1_e_e_im",1,"critical",5,"basket","basket",TRUE,22427.0999999046,1882,"True Belief","End","End","Implicit","box","basket",FALSE,TRUE,27095.5999999046,1,FALSE,107,107,"Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",2,2,1,".]KSAM[ eht morf koob eht teg ot seog naeS .koob sih fo erom daer ot stnaw dna moor eht otni kcab semoc naeS .nehctik eht ni tae ot gnihtemos teg ot sevael naeS .teksab eht ot xob eht morf koob eht evom annA sehctaw naeS .moor eht otni semoc annA ,nehT .xob eht ni koob eht stup dna teksab eht morf retaews a pu skcip eh ,enod si eh nehW .koob a gnidaer si naeS","xob","teksab","Where did Sean put the book at the beginning of the story?","box","Where was the book at the end of the story?","basket","Sean is reading a book. When he is done, he picks up a sweater from the basket and puts the book in the box. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book.","Sean goes to get the book from the","basket",-7.19653053494,"box",-0.00087646506,-7.197407,"basket","basket","basket",",",-0.00087646506,-0.2573805,1,0
"283",1885,900,"8_fb_1_s_e_ex",8,"critical",5,"hall","hall",TRUE,39830,1885,"False Belief","Start","End","Explicit","hall","bedroom",TRUE,FALSE,23674,1,FALSE,16,16,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves the painting to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting. Sarah thinks the painting is in the [MASK].",2,2,1,".]KSAM[ eht ni si gnitniap eht skniht haraS .gnitniap reh ta kool a evah ot seog ehs ,gnidaer morf kcab steg haraS nehW .moordeb eht ot llah eht morf gnitniap eht sevom semaJ .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .nedrag eht ni daer ot edistuo seog ehS .moordeb eht morf koob a sbarg neht ,llah eht ot gnitniap eht sevom ehs os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so she moves it to the hall, then grabs a book from the bedroom. She goes outside to read in the garden. Meanwhile, James sees the painting and decides it would look better elsewhere. James moves the painting from the hall to the bedroom. When Sarah gets back from reading, she goes to have a look at her painting.","Sarah thinks the painting is in the","hall",4.283960252,"hall",-4.302114,-0.018153748,"bedroom","hall","hall",",",-0.01841259,-0.010549587,1,1
"284",1891,1024,"6_tb_1_e_s_ex",6,"critical",5,"cabinet","cabinet",TRUE,32228.9000000022,1891,"True Belief","End","Start","Explicit","drawer","cabinet",FALSE,TRUE,38671.8999999985,1,FALSE,190,190,"Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .reward eht fo daetsni tenibac eht ni kcab ti tup dna ,relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .reward a ni yawa relpats eht dna tenibac a ni yawa stnemucod eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the documents away in a cabinet and the stapler away in a drawer. Then Ross wanders into the study. Laura watches Ross take the stapler, and put it back in the cabinet instead of the drawer. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","cabinet",0.2905269,"drawer",-0.8742508,-0.5837239,"cabinet","drawer","drawer",",",-0.58477384,-0.22797412,0,0
"285",1900,1035,"8_tb_1_e_s_ex",8,"critical",5,"bedroom","hall",FALSE,9276,1900,"True Belief","End","Start","Explicit","hall","bedroom",TRUE,FALSE,46791,0,FALSE,30,30,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall. Sarah thinks the painting is in the [MASK].",2,2,1,".]KSAM[ eht ni si gnitniap eht skniht haraS .llah eht morf moordeb eht ot gnitniap eht evom semaJ sehctaw haraS .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .gnitniap reh ta kool a evah ot edisni seog ehs ,gnidaer morf kcab steg ehs nehW .nedrag eht ni daer ot edistuo seog ehS .llah eht ot gnitniap eht sevom ehs ,moordeb eht morf koob a sbarg ehs retfa os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves it to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting to the bedroom from the hall.","Sarah thinks the painting is in the","bedroom",0.84833095,"hall",-1.3738691,-0.52553815,"bedroom","hall","hall",",",-0.51230466,-0.017847035,0,1
"286",1903,1065,"11_fb_1_s_e_im",11,"critical",5,"suitcase","suitcase",TRUE,30401.6000000238,1903,"False Belief","Start","End","Implicit","suitcase","backpack",TRUE,FALSE,20023.8000000119,1,FALSE,65,65,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. Patrick doesn't see Nicole take the ticket out of the suitcase and place it in the backpack. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time. Patrick reaches to get the ticket from the [MASK].",2,2,1,".]KSAM[ eht morf tekcit eht teg ot sehcaer kcirtaP .emit erom eno tekcit eht kcehc ot stnaw eH .elociN htiw elbat eht ta tis ot kcab semoc kcirtaP .kcapkcab eht ni ti ecalp dna esactius eht fo tuo tekcit eht ekat elociN ees t'nseod kcirtaP .sniart eht fo sotohp ekat ot pu steg eh nehT .kcapkcab eht morf aremac sih sbarg neht ,esactius eht ni yawa ti stup dna ti kcehc ot tekcit eht tuo sekat kcirtaP .niart rieht rof gnitiaw ,noitats niart eht ta gnittis era elociN dna kcirtaP","esactius","kcapkcab","Where did Patrick put the ticket at the beginning of the story?","suitcase","Where was the ticket at the end of the story?","backpack","Patrick and Nicole are sitting at the train station, waiting for their train. Patrick takes out the ticket to check it and puts it away in the suitcase, then grabs his camera from the backpack. Then he gets up to take photos of the trains. Paul doesn't see Nicole take the ticket out of the suitcase and place it in the backpack. Patrick comes back to sit at the table with Nicole. He wants to check the ticket one more time.","Patrick reaches to get the ticket from the","suitcase",5.9212486398,"suitcase",-5.9241047,-0.0028560602,"backpack","suitcase","suitcase",",",-0.002861559,-0.033599872,1,1
"287",1906,936,"9_tb_1_s_s_im",9,"critical",5,"drawer","drawer",TRUE,8774.52500000072,1906,"True Belief","Start","Start","Implicit","cupboard","drawer",FALSE,TRUE,139833.564999994,1,FALSE,39,39,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",2,2,1,".]KSAM[ eht morf retarg eht teg ot seog asiL .niaga retarg eht esu ot sdeen ehs sezilaer asiL .draobpuc eht morf reward eht ot retarg eht evom treboR sehctaw ehS .kcab semoc neht ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, then comes back. She watches Robert move the grater to the drawer from the cupboard. Lisa comes back realizes she needs to use the grater again.","Lisa goes to get the grater from the","drawer",-7.858649474994,"cupboard",-0.0005107761,-7.859160251094,"drawer","drawer","drawer",",",-0.00047749997,-0.28862283,1,0
"288",1912,1000,"8_tb_1_e_e_im",8,"critical",5,"bedroom","hall",FALSE,48073,1912,"True Belief","End","End","Implicit","hall","bedroom",TRUE,FALSE,59525.1000000238,0,FALSE,27,27,"Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves the painting to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom. Sarah goes to see the painting in the [MASK].",2,2,1,".]KSAM[ eht ni gnitniap eht ees ot seog haraS .moordeb eht ot llah eht morf gnitniap eht evom semaJ sehctaw haraS .erehwesle retteb kool dluow ti sediced dna gnitniap eht sees semaJ ,elihwnaeM .gnitniap reh ta kool a evah ot edisni seog ehs ,gnidaer morf kcab steg ehs nehW .nedrag eht ni daer ot edistuo seog ehS .llah eht ot gnitniap eht sevom ehs ,moordeb eht morf koob a sbarg ehs retfa os dna ,gnitniap wen eht yalpsid ot stnaw ehS .gnitniap wen a dehsinif tsuj sah ohw tsitra na si haraS","llah","moordeb","Where did Sarah put the painting at the beginning of the story?","hall","Where was the painting at the end of the story?","bedroom","Sarah is an artist who has just finished a new painting. She wants to display the new painting, and so after she grabs a book from the bedroom, she moves it to the hall. She goes outside to read in the garden. When she gets back from reading, she goes inside to have a look at her painting. Meanwhile, James sees the painting and decides it would look better elsewhere. Sarah watches James move the painting from the hall to the bedroom.","Sarah goes to see the painting in the","bedroom",-4.677151455,"hall",-0.059579145,-4.7367306,"bedroom","bedroom","bedroom","and",-0.05899166,-0.37940922,1,1
"289",1915,1077,"6_tb_1_s_e_ex",6,"critical",5,"cabinet","drawer",FALSE,32963.6999998093,1915,"True Belief","Start","End","Explicit","drawer","cabinet",TRUE,FALSE,15918,0,FALSE,178,178,"Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler out of the drawer and put it in the cabinet. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together. Laura thinks the stapler is in the [MASK].",2,2,1,".]KSAM[ eht ni si relpats eht skniht aruaL .rehtegot elpats ot tnemucod erom eno sah ehs srebmemer dna yduts eht otni kcab semoc aruaL .eeffoc a ekam dna og ot sevael aruaL .tenibac eht ni ti tup dna reward eht fo tuo relpats eht ekat ssoR sehctaw aruaL .yduts eht otni srednaw ssoR nehT .tenibac a ni yawa stnemucod eht dna reward a ni yawa relpats eht stup ehs ,dehsinif si ehs nehW .relpats eht gnisu ,yduts eht ni si aruaL","reward","tenibac","Where did Laura put the stapler at the beginning of the story?","drawer","Where is the stapler at the end of the story?","cabinet","Laura is in the study, using the stapler. When she is finished, she puts the stapler away in a drawer and the documents away in a cabinet. Then Ross wanders into the study. Laura watches Ross take the stapler out of the drawer and put it in the cabinet. Laura leaves to go and make a coffee. Laura comes back into the study and remembers she has one more document to staple together.","Laura thinks the stapler is in the","cabinet",-0.54570206,"drawer",-0.4265673,-0.97226936,"cabinet","cabinet","cabinet",",",-0.44407302,-0.06884349,1,1
"290",1921,1066,"10_fb_1_e_s_im",10,"critical",5,"toolbox","toolbox",TRUE,17090,1921,"False Belief","End","Start","Implicit","toolbox","van",TRUE,FALSE,43499.400000006,1,FALSE,61,61,"John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again. John goes to get the shovel from the [MASK].",2,2,1," .]KSAM[ eht morf levohs eht teg ot seog nhoJ .niaga levohs eht esu ot sdeen eH .eciffo eht morf snruter nhoJ ,nehT .xobloot eht fo daetsni nav eht ni yawa levohs eht stup ehs ,dehsinif si neraK nehW .segde emos pu ydit ot levohs eht sesu neraK ,yawa si nhoJ elihW .ssob eht ot klat ot eciffo eht ot seog nhoJ .xobloot eht ni levohs eht sevael neht ,nav eht morf enohp sih sbarg eh ,enod si eh nehW .tnemec daerps ot levohs a gnisu si nhoJ .etis gnidliub a no gnikrow era neraK dna nhoJ","xobloot","nav","Where did John put the shovel at the beginning of the story?","toolbox","Where was the shovel at the end of the story?","van","John and Karen are working on a building site. John is using a shovel to spread cement. When he is done, he grabs his phone from the van, then leaves the shovel in the toolbox. John goes to the office to talk to the boss. While John is away, Karen uses the shovel to tidy up some edges. When Karen is finished, she puts the shovel away in the van instead of the toolbox. Then, John returns from the office. He needs to use the shovel again.","John goes to get the shovel from the","toolbox",-1.78926044085,"toolbox",-0.15288597,-1.94214641085,"van","van","van",",",-0.15867513,-0.04629436,0,1
"291",1927,1063,"7_tb_1_e_e_ex",7,"critical",5,"fridge","garage",FALSE,20719.9000000004,1927,"True Belief","End","End","Explicit","garage","fridge",TRUE,FALSE,25444.2999999998,0,FALSE,10,10,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",2,2,1," .]KSAM[ eht ni si eniw eht skniht divaD .eniw eht tuo tup ot stnaw eh ,emoh snruter eh nehW .skcans emos teg ot tuo seog divaD ,nehT .egdirf eht otni dna egarag eht fo tuo eniw eht evom atraM sehctaw divaD .delooc tseb eb dluow eniw eht sediced atraM ,revewoH .egarag eht ni eniw eht serots dna egdirf eht morf knird a sbarg divaD ,emoh teg yeht nehW .ytrap eht rof eniw emos teg ot tuo og atraM dna divaD","egarag","egdirf","Where did David put the wine at the beginning of the story?","garage","Where was the wine at the end of the story?","fridge","David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine.","David thinks the wine is in the","fridge",-1.44667648,"garage",-0.22184752,-1.668524,"fridge","fridge","fridge",",",-0.22373863,-0.068906836,1,1
"292",1930,1043,"11_tb_1_e_s_ex",11,"critical",5,"backpack","backpack",TRUE,53825.7999999523,1930,"True Belief","End","Start","Explicit","suitcase","backpack",FALSE,TRUE,53519.8999999762,1,FALSE,78,78,"Patrick and Nicole are sitting at the train station, waiting for their train. Patrick grabs his camera from the backpack, takes out the ticket to check it, then puts the ticket away in the suitcase. Then he gets up to take photos of the trains. After he's done, he comes back to sit at the table with Nicole. Patrick watches Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick wants to check the ticket one more time. Patrick thinks the ticket is in the [MASK].",2,2,1,".]KSAM[ eht ni si tekcit eht skniht kcirtaP .emit erom eno tekcit eht kcehc ot stnaw kcirtaP .esactius eht fo tuo ti gnikat retfa kcapkcab eht ni tekcit eht ecalp elociN sehctaw kcirtaP .elociN htiw elbat eht ta tis ot kcab semoc eh ,enod s'eh retfA .sniart eht fo sotohp ekat ot pu steg eh nehT .esactius eht ni yawa tekcit eht stup neht ,ti kcehc ot tekcit eht tuo sekat ,kcapkcab eht morf aremac sih sbarg kcirtaP .niart rieht rof gnitiaw ,noitats niart eht ta gnittis era elociN dna kcirtaP","esactius","kcapkcab","Where did Patrick put the ticket at the beginning of the story?","suitcase","Where was the ticket at the end of the story?","backpack","Patrick and Nicole are sitting at the train station, waiting for their train. Patrick grabs his camera from the backpack, takes out the ticket to check it, then puts the ticket away in the suitcase. Then he gets up to take photos of the trains. After he's done, he comes back to sit at the table with Nicole. Patrick watches Nicole place the ticket in the backpack after taking it out of the suitcase. Patrick wants to check the ticket one more time.","Patrick thinks the ticket is in the","backpack",1.79964404,"suitcase",-1.9845006,-0.18485656,"backpack","suitcase","suitcase",",",-0.1826034,-0.049811576,0,0
"293",1936,1098,"12_fb_1_s_e_ex",12,"critical",5,"stable","stable",TRUE,8494.79999999702,1936,"False Belief","Start","End","Explicit","stable","hut",TRUE,FALSE,16758.400000006,1,FALSE,80,80,"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",2,2,1,".]KSAM[ eht ni si elddas eht skniht hannaH .niaga elddas eht esu ot stnaw ehs ,htab reh sehsinif hannaH nehW .tuh eht ni ti stup dna elbats eht morf elddas eht sekat nitraM ,elihwnaeM .htab a evah ot edisni seog ehs nehT .tuh eht ni kcapkcab reh stup neht ,elbats eht ni elddas eht stup ehS .yawa esroh reh gnittup si dna edir a morf kcab emoc tsuj sah hannaH","elbats","tuh","Where did Hannah put the saddle at the beginning of the story?","stable","Where was the saddle at the end of the story?","hut","Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again.","Hannah thinks the saddle is in the","stable",0.92820194,"stable",-1.2589887,-0.33078676,"hut","stable","stable",",",-0.3363778,-0.03191401,1,1
"294",1939,1028,"3_fb_1_s_e_im",3,"critical",5,"sink","sink",TRUE,8709.70000004768,1939,"False Belief","Start","End","Implicit","sink","basket",TRUE,FALSE,45610.6000001431,1,FALSE,129,129,"While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt. Cameron goes to get his shirt out of the [MASK].",2,2,1,".]KSAM[ eht fo tuo trihs sih teg ot seog noremaC .trihs sih ffo niats eht hsaw ot stnaw eh moor eht otni kcab semoc noremaC nehW .teksab eht ot knis eht morf trihs eht evom neleH ees t'nseod noremaC .degnahc teg ot moor sih ot seog eh nehT .teksab eht morf retaews a pu skcip dna knis eht ni trihs sih stup eH .trihs sih no niats a steg eh ,gnitae si noremaC elihW","knis","teksab","Where did Cameron put the shirt at the beginning of the story?","sink","Where is the shirt at the end of the story?","basket","While Cameron is eating, he gets a stain on his shirt. He puts his shirt in the sink and picks up a sweater from the basket. Then he goes to his room to get changed. Cameron doesn't see Helen move the shirt from the sink to the basket. When Cameron comes back into the room he wants to wash the stain off his shirt.","Cameron goes to get his shirt out of the","sink",-1.01792898,"sink",-0.31630692,-1.3342359,"basket","basket","basket",",",-0.31107804,-0.51808846,0,1
"295",1942,1106,"9_fb_1_s_s_ex",9,"critical",5,"cupboard","cupboard",TRUE,6783,1942,"False Belief","Start","Start","Explicit","cupboard","drawer",TRUE,FALSE,36921,1,FALSE,36,36,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again. Lisa thinks the grater is in the [MASK].",2,2,1,".]KSAM[ eht ni si retarg eht skniht asiL .niaga retarg eht esu ot sdeen ehs sezilaer dna kcab semoc asiL .draobpuc eht morf reward eht ot retarg eht sevom treboR ,yawa si ehs elihw dna ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater to the drawer from the cupboard. Lisa comes back and realizes she needs to use the grater again.","Lisa thinks the grater is in the","cupboard",8.432772659146,"cupboard",-8.433103,-0.000330340854,"drawer","cupboard","cup","board",-0.00029509945,-3.5001114e-05,1,1
"296",1945,1082,"9_fb_1_s_e_im",9,"critical",5,"cupboard","drawer",FALSE,17572.8999999999,1945,"False Belief","Start","End","Implicit","cupboard","drawer",FALSE,TRUE,23000.1000000001,0,FALSE,33,33,"Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again. Lisa goes to get the grater from the [MASK].",2,2,1,".]KSAM[ eht morf retarg eht teg ot seog asiL .niaga retarg eht esu ot sdeen ehs sezilaer dna kcab semoc asiL .reward eht ot draobpuc eht morf retarg eht sevom treboR ,yawa si ehs elihw dna ,nehctik eht sevael ylfeirb ehS .reward eht morf alutaps eht tuo sekat neht ,draobpuc eht ni yawa ti stup dna retarg eht sesu ehS .nehctik eht ni rennid gnikooc si asiL","draobpuc","reward","Where did Lisa put the grater at the beginning of the story?","cupboard","Where was the grater at the end of the story?","drawer","Lisa is cooking dinner in the kitchen. She uses the grater and puts it away in the cupboard, then takes out the spatula from the drawer. She briefly leaves the kitchen, and while she is away, Robert moves the grater from the cupboard to the drawer. Lisa comes back and realizes she needs to use the grater again.","Lisa goes to get the grater from the","cupboard",0.51849513612,"cupboard",-0.9498261,-0.43133096388,"drawer","cupboard","cup","board",-0.49074125,-6.99302e-05,1,0
